relato;area;urgencia
Faz faz quase um mês que tento contato sem sucesso. Como falo com vocês se nada funciona.;atendimento;alta
Supervisor disse que resolveria em 24h. Nem no spam encontro resposta. Preciso que analisem isso. Valeu pela ajuda.;atendimento;media
E aí pessoal. Meu endereço foi mudado e não fui eu. Não autorizei nenhuma mudança. Aguardo retorno.;cadastro;alta
Bom dia. Transferência de R$ 16935 saiu da conta mas não chegou. Dinheiro sumiu entre os bancos. Desde já agradeço.;conta;alta
Quero saber condições de empréstimo com imóvel. Quero as melhores condições. Pode ser no prazo normal. Conto com vocês.;emprestimo;baixa
Agendei pix de R$ 838 e não saiu na data. Era pra conta de Lucas. Preciso resolver porque tô perdendo dinheiro.;pix;alta
Opa, tudo bem. Acho que vazaram meus dados. Quero saber quais dados foram comprometidos. Abraço.;atendimento;alta
Pix agendado de R$13.459,67 foi cancelado pelo banco. O destinatário tá cobrando. Preciso de retorno.;pix;media
Sou iniciante e quero orientacão. Tenho 28218 reais pra aplicar.;investimento;baixa
Colei a chave pix errada e mandei R$16.190,25. O valor era pra Enzo e foi pra outra pessoa.;pix;alta
Pix tá demorando muito hoje. Tá com instabilidade. Se demorar mais vai complicar.;pix;media
Pix que fiz há horas não chegou no destino. Tá com instabilidade.;pix;media
Atendente prometeu retorno por email. Já faz mês passado e ninguém entrou em contato.;atendimento;media
Quero saber meu limite diario d pix. Como faço pelo app.;pix;baixa
Olá, bom dia. Mesma compra aparecendo duas vezes. Vai vencer e tá errado.;cartao;media
E aí pessoal. CET muito diferente do informado. Quero igualar à taxa de novos clientes. Fico no aguardo.;emprestimo;media
Eae. Preciso trocar vencimento da fatura pra dia 8479. Quero alinhar com meu salário.;cartao;baixa
Mudei de nome e quero atualizar nos documentos do banco. Quanto tempo demora. Quero só entender melhor.;cadastro;baixa
Saldo caiu R$ 20827 sem transação no extrato. O dinheiro sumiu sem transação correspondente.;conta;alta
Atendente derrubou ligacão na transferência. Tive que explicar tudo d novo.;atendimento;media
Resgate de 22814 reais que não solicitei. Preciso que devolvam. Isso tá gerando juros e multas.;investimento;alta
Boa noite. Fui enganado e paguei boleto falso de R$2.118,37. Preciso de estorno. Meu nome tá sujo por erro do banco. Espero uma solução.;seguranca;alta
Enviei anteontem e até agora em análise. Ninguém analisa.;atendimento;media
IR no resgate tá errado. Veio cobrança de R$ 602,12 não prevista. Preciso de retorno.;investimento;baixa
Recebo ligações de cobrança todo dia sobre empréstimo já renegociado. Nunca contratei empréstimo nesse banco. Valeu.;emprestimo;media
Segunda via foi pro endereço antigo. No app mostra enviado mas não recebi.;cartao;baixa
Valor de quitação tá mt alto. Quero a diferença d volta.;emprestimo;baixa
Oi. Pix tem tarifa nesse banco?. Preciso entender pra me organizar. Posso aguardar. Podem me ajudar?;pix;baixa
Apliquei R$ 1453 em CDB pré-fixado e rendimento tá negativo. Prometeram acima da poupança quando apliquei.;investimento;media
Como registro meu celular novo no app. Preciso de orientação. Minha conta também pode estar comprometida.;seguranca;baixa
Gasto bastante e quase não ganho pontos. Outros clientes receberam e eu não. Grato pela atenção.;cartao;baixa
Apareceu saque de R$422,03 que não reconheço. Meu cartão tava comigo.;conta;alta
Disseram que taxa seria 2.7% mas vem 3.2%. Quero esclarecimento sobre a diferença.;emprestimo;media
Meu poupança rendeu muito menos que prometido. Investi 7579 reais esperando mais.;investimento;media
Opa, tudo bem. IR no resgate veio muito alto. Achei que alíquota seria menor. Sem correria. Preciso de retorno.;investimento;baixa
Compraram com meu cartão virtual em site que nunca acessei. Preciso cancelar o virtual. Tô completamente bloqueado financeiramente.;cartao;alta
E aí pessoal. Fiz depósito de R$ 440,23 faz duas semanas e não apareceu. O comprovante confirma mas a conta não reflete.;conta;alta
TED que fiz de R$111,70 não chegou no destino. O comprovante mostra sucesso. Preciso resolver antes do vencimento. Desde já agradeço.;conta;media
Pedido de credito recusado sem motivo. Meu score tá bom e sem restrição.;emprestimo;baixa
Meu limite de pix foi reduzido sem aviso. Preciso fazer transferência urgente de R$ 3.507,12. Posso aguardar.;pix;baixa
Quero pagar parcelas adiantadas mas app só quita tudo. O desconto deveria ser maior pela antecipação. Não é nada urgente.;emprestimo;baixa
Boleto da parcela não gerou e vence amanhã. O app dá falha na autenticação. Cada dia que passa perco dinheiro.;emprestimo;alta
Débito automático do aluguel falhou d novo. Tô com conta atrasada por culpa do banco.;conta;media
Rendimento dos últimos meses tá abaixo do CDI. Investi R$180,41 esperando mais.;investimento;media
Oi, boa noite. Compraram R$15.156,02 no meu cartão agora e tô recebendo notificações. As notificações não param.;cartao;alta
Tem compras estranhas na minha fatura. Total de R$ 119,49 em lojas que nunca usei. Preciso contestar. Valeu pela ajuda.;cartao;media
Quero renegociar empréstimo de R$ 59,38. Aceito prazo maior se parcela diminuir. Tá pendente há dias.;emprestimo;media
Oi. Onde vejo saldo devedor atualizado?. No app só mostra parcela, não o total. Tô só conferindo. Grata.;emprestimo;baixa
Apareceu empréstimo no meu nome que não contratei. Tenho comprovante e mesmo assim descontaram. Tô sendo cobrado por algo que já paguei. Grata.;emprestimo;alta
Oi, boa noite. Consignado debitando mas não contratei. Nunca autorizei consignado. Preciso do estorno porque o valor é alto. O que eu faço?;emprestimo;alta
Faz 10 dias enviei R$ 233,72 por pix. e até agora o dinheiro não caiu na conta da pessoa.;pix;alta
Preciso atualizar número do celular. Como altero no app. Tô perguntando pra me organizar.;cadastro;baixa
Já abri 2 chamados sobre o mesmo problema. O problema continua igual.;atendimento;media
Qual a taxa pra empréstimo com garantia. Quero as melhores condições. Preciso q bloqueiem as transações fraudulentas.;emprestimo;alta
Olá, bom dia. Mandei email pro SAC faz duas semanas e sem resposta. Já passou dos 10 dias.;atendimento;media
Olá. Preciso de conta empresarial. Qual documentação. Espero que resolvam.;cadastro;baixa
Proventos não creditados na data. Valor informado era outro. Preciso resolver isso em breve.;investimento;media
Produto descontinuado e migraram dinheiro sem autorização. Não autorizei migração.;investimento;alta
Roubaram minha carteira e tão fazendo compras no cartão. o app dá dados inválidos quando tento bloquear.;cartao;alta
Qual agência atende no sábado. É pra resolver pendência.;atendimento;baixa
E aí pessoal. Trocaram meu endereço e telefone de contato. Não fui eu. Valeu pela ajuda.;seguranca;alta
Quero acessar meu cadastro completo. É pra financiamento. Quando tiver um tempinho. Podem me ajudar?;cadastro;baixa
Meu celular foi roubado e tenho o app do banco instalado. Preciso bloquear o app remotamente. Fizeram transações na minha conta sem eu autorizar.;seguranca;alta
Eae. Verificação de identidade tá falhando. Luz tá ok mas não aceita. Tá me atrapalhando.;cadastro;media
Recebi devolução de R$4.877,99 mas veio menos. O prazo do MED tá acabando e ninguém responde. Quero resolver logo pra não dar problema.;pix;media
Onde vejo saldo devedor atualizado?. Quero conferir cláusulas.;emprestimo;baixa
Minha conta foi invadida e mudaram minha senha. Preciso bloquear tudo.;seguranca;alta
Alô. Valor resgatado não bate com extrato. Quero explicação do cálculo. Obrigado.;investimento;media
E aí. Quero gerar QR code pra cobranças. Vi propaganda sobre isso. Já faz um tempo e não resolveram.;pix;media
Minha chave pix foi cadastrada em outro banco sem autorização. Recebi reclamações de várias pessoas.;pix;alta
Boa noite. Meu saldo tá R$ 1585 a menos do que deveria. Preciso que verifiquem o que aconteceu. Preciso resolver porque tô perdendo dinheiro. Desde já agradeço.;conta;alta
Compraram com meu cartão virtual em site que nunca acessei. Como conseguiram os dados. Desde já agradeço.;cartao;baixa
Acho que vazaram meus dados. recebi contatos de empresas q nunca dei número.;atendimento;alta
Oi gente. Fizeram pix da minha conta de madrugada. Minha senha pode ter vazado. Não posso ficar sem acesso à minha conta. Podem me ajudar?;pix;alta
Pessoal. Conta entrou no especial por cobrança indevida. Quero cancelar e estornar juros.;conta;alta
Fiz pix por engano e quero usar o mecanismo de devolução. Já tentei contato com destinatário e não resolve. Preciso de uma solução em breve.;pix;media
Outro banco disse que vocês não responderam. Vocês têm contraproposta. Não é emergência mas preciso resolver.;emprestimo;media
Apareceu parcela de empréstimo debitando direto da conta. Nunca contratei isso. Quero resolver antes que vire um problema maior. Att, {nome}.;conta;media
Dados cadastrais foram alterados sem minha autorização. Não fui eu. Espero uma solução.;seguranca;alta
Opa. Consignado portado sem autorização. Era R$ 107 e tão descontando R$17.777,02. Obrigado.;emprestimo;alta
Valor resgatado não bate com extrato. descontaram come-cotas fora do período. preciso resolver antes do vencimento.;investimento;media
Faz faz 10 dias que espero e dizem que tá em análise. Vou acionar Procon se não resolverem.;atendimento;media
Vi meu email numa lista de dados vazados. O q devo fazer. Preciso d uma posição. Desde já agradeço.;seguranca;media
Boa noite. Contratei empréstimo e me arrependi, quero cancelar. Quero cancelar dentro do prazo de 7 dias. Isso tá gerando juros e multas. Aguardo retorno.;emprestimo;alta
Quero acessar meu cadastro completo. Direito pela LGPD. É mais pra controle mesmo.;cadastro;baixa
Olá. Sou iniciante e quero orientação. Quero algo seguro.;investimento;baixa
Troquei d celular e preciso configurar o app. O app pede verificação. Tô só conferindo.;seguranca;baixa
A Havan cancelou compra de R$27.413,25 mas continua na fatura. Nunca autorizei esse serviço.;cartao;media
Como declarar investimentos no IR. Primeiro ano que declaro.;investimento;baixa
Oi, boa noite. Fui vítima de fraude e mandei R$33,30 por pix. Tem como rastrear. Grata.;pix;media
Oi, boa noite. Juros do empréstimo são 1.4% ao mês, muito acima do combinado. No contrato era pra ser menos.;emprestimo;media
Mandei documentos pra atualização e tão pendentes há faz quase um mês. Já mandei tudo que pediram. Preciso que analisem isso.;cadastro;media
Tem cobrança de r$46,95 na fatura que não reconheço. quero contestar e receber estorno.;cartao;media
Boa tarde. Preciso de cartão extra pra dependente. É pra minha esposa. Posso aguardar. Grata.;cartao;baixa
Eae. O comprovante do pix não aparece no histórico. Preciso mostrar pro fornecedor que paguei. Não tem pressa nenhuma. Valeu.;pix;baixa
Opa. alguém tá usando meu cartão neste momento. como bloqueio de emergência. o prejuízo tá aumentando a cada dia. grata.;cartao;alta
Oi, boa noite. Meu endereço foi mudado e não fui eu. Não autorizei nenhuma mudança.;cadastro;alta
Portabilidade de salário não funcionou. A empresa confirmou.;conta;media
Prazo de validade tá acabando e sem notícia do novo. Posso usar o atual até chegar.;cartao;media
Oi. Cobraram taxa de performance fora do regulamento. Veio cobrança de 2144 reais não prevista.;investimento;baixa
E aí pessoal. Quero receber aviso de cada compra e transferência. Pra monitorar melhor.;seguranca;baixa
Quero pedir cartão adicional pra Manuela. É pra minha esposa. Sem correria.;cartao;baixa
Qual a taxa pra empréstimo pessoal?. Quero comparar com outros bancos. Nada grave. Desde já agradeço.;emprestimo;baixa
Onde fica a agência mais próxima. Não achei no app.;atendimento;baixa
Parcela tem IOF muito alto que não informaram. Quando contratei mostraram outro valor.;emprestimo;media
O banco bloqueou minha conta alegando irregularidade. Já mandei tudo que pediram e ninguém resolve. Tô sendo cobrado por algo que já paguei. Grato pela atenção.;conta;alta
Boa noite. Dados expostos num vazamento. Estão usando meus dados pra golpe. Meu nome tá sujo por erro do banco.;atendimento;alta
Alô. O parcelamento aprovado ficou com juros muito maiores. Preciso dividir porque não consigo pagar à vista. Obrigado desde já.;cartao;media
Pedi transferência no fim de semana e não fizeram. Tão dificultando a portabilidade. Já tentei resolver sozinho e não consegui. Preciso de retorno.;investimento;media
Boa noite. Posso usar FGTS como garantia de empréstimo. Qual a taxa. Grato.;emprestimo;baixa
Bom dia. Dividendos com valor errado. Valor informado era outro. Quero resolver antes que vire um problema maior. Conto com vocês.;investimento;media
Pedi portabilidade de salário e não efetivou. Tô sem acesso ao salário. Seria bom resolver essa semana. Agradeço a atenção.;conta;media
Notificação de login de cidade diferente. Preciso bloquear acesso. Meu nome tá sujo por erro do banco. Valeu pela ajuda.;seguranca;alta
Alô. Recebo ligações de cobrança todo dia sobre empréstimo já renegociado. Isso é assédio e quero q pare.;emprestimo;media
Eae. TED que fiz de R$ 124 não chegou no destino. Dinheiro sumiu entre os bancos. Espero uma solução.;conta;media
Abri processo no procon e quero posição. quero que se manifestem. seria bom resolver essa semana. aguardo retorno.;atendimento;media
Opa, tudo bem. Fiz upload dos documentos mas nada mudou. O prazo já passou. Preciso de retorno.;cadastro;baixa
Fizeram aplicação de R$ 23.814,99 em CDB sem autorização. Nunca autorizei.;investimento;alta
Tentei compra internacional e cartão recusou. Não entendo o câmbio que aplicaram.;cartao;baixa
Olá, bom dia. Salário caiu na conta antiga em vez da nova. Já fiz o pedido faz uns dias. Se demorar mais vai complicar. Conto com vocês.;conta;media
Recebi ligação de golpista e fizeram pix de R$ 2422. Não sei como conseguiram acessar. O que eu faço?;pix;alta
Pessoal. Quero portabilidade do Tesouro IPCA e não tem opção. Qual o procedimento. Valeu pela ajuda.;investimento;media
Bom dia. Fizeram aplicação de R$109,01 em previdência privada sem autorização. Nunca autorizei. Minha renda tá comprometida por essa cobrança.;investimento;alta
Boa tarde. Não consigo acessar minha conta pelo app. A verificação vai pro celular antigo que não tenho. Se demorar mais vai complicar. Fico no aguardo.;conta;media
Vi meu email numa lista de dados vazados. Preciso trocar todas as senhas. Quero resolver logo pra não dar problema. Grato.;seguranca;media
Quero encerrar minha conta. Não quero q cobrem tarifa depois.;conta;baixa
Quero acessar meu cadastro completo. Direito pela LGPD. Espero que resolvam.;cadastro;baixa
Olá. Quero adicionar mais segurança na conta. Vi que tem essa opção. Podem me ajudar?;seguranca;baixa
Bom dia. Apliquei R$2.413,14 e dinheiro saiu da conta mas não aparece. O dinheiro saiu e não voltou. Tão descontando dinheiro da minha conta sem autorização. Espero uma solução.;investimento;alta
Conta entrou no especial por cobrança indevida. Quero cancelar e estornar juros. Minha renda tá comprometida por essa cobrança.;conta;alta
Olá. O app não abre desde faz 10 dias. Antes funcionava normalmente. Preciso que analisem isso. Espero que resolvam.;conta;media
Compra internacional de R$ 2600 tá com valor errado em reais. Paguei muito mais pela conversão. Se demorar mais vai complicar.;cartao;media
Chat funciona no fim de semana?. Mandei mensagem faz 10 dias e ninguém respondeu.;atendimento;baixa
Mandei email pro SAC essa madrugada e sem resposta. Já passou dos 15 dias.;atendimento;media
Alguém alterou meu cadastro sem autorização. Podem estar tentando fraude. Se puderem olhar com atenção.;cadastro;media
Ouvidoria respondeu com texto genérico. Já passou dos 7 dias. Grato.;atendimento;media
Tentei parcelar fatura e deu conexão recusada. Não quero ficar inadimplente. O pix também não funciona. Já tentei resolver sozinho e não consegui.;cartao;media
MANDEI EMAIL PRO SAC FAZ 3 DIAS E SEM RESPOSTA. QUERO SOLUÇÃO REAL NÃO TEXTO PADRÃO. GOSTARIA D UM RETORNO ESSA SEMANA.;atendimento;media
O pix agendado foi cancelado sem minha autorização. Eu não cancelei nada, o sistema fez sozinho.;pix;baixa
Tributação do meu fundo multimercado não bate com a tabela. Quero detalhamento. Agradeço a atenção.;investimento;media
Token de segurança parou de funcionar. Tá travando tudo. Agradeço a atenção.;seguranca;media
Como adicionar titular na conta. Tem alguma restrição.;conta;baixa
Olá. Preciso de segunda via do comprovante pix de R$ 11.468,65. Preciso mostrar pro fornecedor que paguei. Grata.;pix;baixa
Como declarar investimentos no IR. Primeiro ano que declaro. Só pra eu saber.;investimento;baixa
Informe tá com valores errados. Não confere com extratos. Preciso resolver isso em breve.;investimento;media
Quero juntar duas dívidas em uma. Parcelas de R$ 1525 tão muito altas.;emprestimo;alta
Eae. Quero protocolo do último atendimento. Preciso pra reclamação. Tô perguntando pra me organizar. Grato pela atenção.;atendimento;baixa
Sou iniciante, que produto recomendam?. Qual rendimento e prazo mínimo. Sem correria.;investimento;baixa
Portabilidade travada há mês passado. Qual o procedimento.;investimento;media
Olá, bom dia. Quero saber quais dados o banco armazena sobre mim. Como solicito. Preciso de retorno.;cadastro;baixa
Oi. O app diz que documento tá vencido. Preciso resolver pra fazer pagamentos urgentes. Não consigo fazer nenhuma operação financeira. Espero uma solução.;conta;alta
Quero parcelar fatura de R$ 58 e o app não oferece. Na simulação mostrava um valor e na hora mudou.;cartao;media
Conta ficou negativa em 25315 reais sem autorizar. Nunca pedi esse serviço. Isso tá gerando juros e multas. Grata.;conta;alta
Não consigo fazer pix pelo app, sempre dá timeout. Já tentei várias vezes em horários diferentes.;pix;media
Quero encerrar mas o app diz que tem pendências. O app não tem essa opção. Só pra eu saber.;conta;baixa
Minha renda mudou e quero atualizar. Pra aumentar limite. Queria só uma informação. Obrigado.;cadastro;baixa
Verificação de identidade tá falhando. Luz tá ok mas não aceita. Cada dia que passa perco dinheiro. Valeu.;cadastro;alta
Gerente aplicou R$132,73 sem consentimento. Quero saber quem autorizou.;investimento;alta
Preciso de segunda via do comprovante pix de R$3.383,70. Não consigo achar no app.;pix;baixa
Fico 40 min na espera e cai a ligação. Preciso resolver problema urgente sem canal. Espero uma solução.;atendimento;baixa
Apareceu débito de R$ 2.190,36 que não reconheço. Não autorizei e não sei de onde veio. Já tentei resolver sozinho e não consegui.;conta;media
Fui fazer compra de R$25.317,05 e o cartão foi recusado. Já reiniciei o app e nada mudou. Grato.;cartao;alta
Alô. O banco diz que meu CPF tem pendência. Não me deixam fazer transferências.;conta;alta
Bom dia. Alguém ligou sabendo meu saldo. Estão usando meus dados pra golpe.;atendimento;alta
Oi gente. Não consigo gerar boleto da parcela atrasada. Quero entender a diferença no valor.;emprestimo;alta
Bom dia. Quero ativar notificação pra cada transação. Tem essa opção no app.;seguranca;baixa
Cartão foi roubado e fizeram 762 reais em compras. Preciso cancelar compras feitas após o roubo. Espero uma solução.;cartao;alta
Preciso atualizar email mas dá erro. Verificação vai pro contato antigo que não tenho. Quero resolver com calma. Att.;conta;baixa
Fizeram aplicação de R$ 107 em Tesouro Selic sem autorização. Nunca autorizei.;investimento;alta
Fiz TED essa semana e banco destino diz que não recebeu. Dinheiro sumiu entre os bancos. Já tentei resolver sozinho e não consegui. Obrigado desde já.;conta;media
Boa noite. Atendente disse que estorno cairia em 7 dias e não caiu. Um diz 3 dias outro diz 15. Pode ser no prazo normal. Att.;atendimento;baixa
Mesma compra aparecendo duas vezes. Tenho o comprovante. Espero uma solução.;cartao;media
Boa noite. Recebi cobrança de conta que nunca abri. Isso tá afetando meu CPF. Obrigado desde já.;conta;alta
Pessoal. Data de nascimento tá errada no cadastro. O erro não é meu. Agradeço a atenção.;cadastro;alta
Boa noite. Data de nascimento tá errada no cadastro. O erro não é meu. Podem me ajudar?;cadastro;alta
Cobraram tarifa de R$ 2.220,20 que não reconheço. Nunca contratei esse serviço.;conta;media
O app dá sessão expirada quando tento entrar. Já tentei redefinir senha e biometria e nada funciona.;conta;media
Disseram que escalariam pra equipe técnica. Já faz essa madrugada e ninguém entrou em contato. Espero uma solução.;atendimento;media
App do banco tá fora do ar desde anteontem. Preciso fazer operações. Não é emergência mas preciso resolver.;atendimento;media
Boa tarde. CPF tá com nome errado no sistema. Não consigo fazer operações. Conto com vocês.;cadastro;alta
E aí pessoal. Preciso fechar minha conta e transferir saldo. Não quero que cobrem tarifa depois. Obrigado.;conta;baixa
Opa, tudo bem. Quero saber condições de empréstimo com imóvel. É pra comparar com outros bancos.;emprestimo;baixa
Bot encerrou dizendo que resolveu mas não resolveu. Nenhuma opção se aplica ao meu caso. Queria que agilizassem. Podem me ajudar?;atendimento;media
Pedi transferência ontem à tarde e não fizeram. Qual o procedimento.;investimento;media
Alô. Quando posso vender sem IOF regressivo?. Afeta meu planejamento financeiro.;investimento;media
Bom dia. Ligaram e contrataram sem meu consentimento. Quero cancelamento e apuração. Espero que resolvam.;emprestimo;alta
Mandei documentos e disseram que não era necessário. Perdi tempo enviando à toa. Att.;atendimento;media
Opa. Alguém resgatou meu COE de R$5.479,39 sem autorização. Minha carteira tá zerada. Não consigo fazer nenhuma operação financeira. O que eu faço?;investimento;alta
Opa. Me transferiram 6 vezes entre setores. Tive que explicar tudo de novo. Fico no aguardo.;atendimento;media
Parcela de empréstimo inexistente sendo descontada da folha. meu salário veio a menos.;emprestimo;alta
Preciso pausar pagamentos do empréstimo por hoje de manhã. Tem como suspender temporariamente. Tô completamente bloqueado financeiramente.;emprestimo;alta
Negativaram por empréstimo já renegociado. preciso da carta de quitação urgente. abraço.;emprestimo;baixa
Taxa de administração subiu sem aviso. Veio cobrança de R$31,57 não prevista.;investimento;baixa
E aí. Estornaram 2566 reais do pix que eu tinha recebido. Quem autorizou a devolução. Tô só conferindo. Att.;pix;baixa
Não consigo mais entrar na conta e não fui eu que troquei a senha. Já tentei redefinir e não consigo. Isso tá gerando juros e multas. Abraço.;seguranca;alta
Oi. Quero cancelar cartão de crédito mantendo a conta. Preciso de orientação. Tô só conferindo.;cartao;baixa
Já passou do prazo legal de resposta. Não aceito respostas vagas sobre prazo. Já faz um tempo e não resolveram. Desde já agradeço.;atendimento;media
Conta ficou negativa em R$ 79,73 sem autorizar. Preciso resolver antes que juros aumentem.;conta;alta
Bom dia. Vou reclamar no Banco Central. Atendimento não funciona e app dá erro.;atendimento;media
Negativaram por emprestimo já renegociado. preciso limpar nome pra financiamento. quero resolver logo pra não dar problema.;emprestimo;media
Opa. App não aceita minha biometria. Já tentei com luz diferente. Cada dia que passa perco dinheiro. Obrigado.;seguranca;alta
Pessoal. Simulei empréstimo de 1604 reais e não tenho limite. Quero saber o que fazer pra aprovar. Preciso de retorno.;emprestimo;baixa
É confiável usar o app pra investir R$ 2239. Tem alguma garantia.;seguranca;baixa
Boa noite. Compra em dólar foi convertida com taxa absurda. Compras internacionais tão habilitadas. Se puderem olhar com atenção.;cartao;media
Perdi cartão e nao consigo bloquear pelo app. O app dá operação não permitida quando tento bloquear. O pix tbm não funciona. Não consigo fazer nenhuma operação financeira.;cartao;alta
Pessoal. Fiz TED há duas semanas e banco destino diz que não recebeu. Dinheiro sumiu entre os bancos. Preciso de uma solução em breve.;conta;media
Fui enganado e paguei boleto falso de R$ 339. O boleto parecia legítimo. Não posso ficar sem acesso à minha conta.;seguranca;alta
Como mudo o dia de fechamento. Quando a mudança vale. Só pra eu saber.;cartao;baixa
Selfie pra verificação não é aceita. A câmera trava. Gostaria de um retorno essa semana. Obrigado desde já.;cadastro;media
O pix não funciona desde segunda-feira. Já reinstalei o app e continua igual. Preciso de uma posição.;pix;media
Vocês prometeram responder em 10 dias e já passou. Vou reclamar no Reclame Aqui. Desde já agradeço.;atendimento;media
É confiável usar o app pra investir R$ 16.718,52. Nunca usei pra valores altos.;seguranca;baixa
O app dá falha na autenticação quando tento entrar. A verificação vai pro celular antigo que não tenho. Agradeço a atenção.;conta;media
Eae. Preciso fechar minha conta e transferir saldo. Qual o procedimento.;conta;baixa
Alguém acessou minha conta de aparelho desconhecido. Minha senha pode ter vazado.;seguranca;alta
Bom dia. Informe tá com valores errados. É pra declaração do imposto. Sem correria.;investimento;baixa
E aí pessoal. Chamado 794366241 aberto hoje à tarde sem retorno. Já mandei mensagem pelo chat e email.;atendimento;media
Parcela venceu e não consigo segunda via. Preciso pagar urgente pra não negativar.;emprestimo;alta
Não vou conseguir pagar parcela de R$136,52 esse mês. Quanto fica de juros se atrasar. Quero resolver antes que vire um problema maior.;emprestimo;media
Cada contato pedem documentos diferentes. Perdi tempo enviando à toa.;atendimento;media
Alguém ligou sabendo meu saldo. Quero saber quais dados foram comprometidos.;atendimento;alta
Banco devolveu pix de R$130,33 que era meu. Preciso desse valor.;pix;alta
Boa tarde. Compra internacional de 1494 reais tá com valor errado em reais. Compras internacionais tão habilitadas. Preciso de retorno.;cartao;media
Tem pix saindo da minha conta que não autorizei. Preciso trocar credenciais. Preciso do estorno porque o valor é alto. O que eu faço?;pix;alta
Quero ativar notificação pra cada transação. Quero por SMS e push. É mais pra controle mesmo.;seguranca;baixa
Oi. Quero receber aviso de cada compra e transferência. Quero por SMS e push.;seguranca;baixa
Descontaram R$ 6628 de empréstimo que não contratei. Quero investigação. Preciso de retorno.;conta;alta
Não consigo fazer pix acima de 18823 reais. Tenho pagamento grande pra fazer.;pix;baixa
Quitei há faz 2 dias e nome ainda sujo. Tá me impedindo de conseguir crédito.;emprestimo;alta
Fizeram pix da minha conta de madrugada. Preciso de estorno. Preciso que bloqueiem as transações fraudulentas. Obrigado desde já.;pix;alta
Compraram 123 reais no meu cartão agora e tô recebendo notificações. As notificações não param. Não posso ficar sem acesso à minha conta. Agradeço a atenção.;cartao;alta
Recebi notificação de compra de R$ 2.575,09 que não fiz. Compraram na um site que não conheço e na Decathlon sem autorização. Tô completamente bloqueado financeiramente.;cartao;alta
Oi gente. Quero incluir nome social no cadastro. Pode ser pelo app. Nada grave. Valeu.;cadastro;baixa
Alô. Quero cancelar cartão de crédito mantendo a conta. Preciso de orientação. Valeu pela ajuda.;cartao;baixa
Bom dia. Tão cobrando TED sendo que deveria ser grátis. Quero estorno e cancelamento.;conta;media
Pix tá demorando muito hoje. Normalmente é instantâneo.;pix;media
Oi, boa noite. Mandei um pix de 13785 reais hoje. e o valor foi debitado mas o destinatário não recebeu.;pix;media
Olá, bom dia. Pedido d crédito recusado sem motivo. Quero saber o que fazer pra aprovar. Quando puderem me responder.;emprestimo;baixa
Pessoal. Qual a taxa pra empréstimo com garantia. Quero as melhores condições. É só uma dúvida.;emprestimo;baixa
Mudei de cidade e quero atualizar cadastro. Mudei há duas semanas. É mais pra controle mesmo. Agradeço a atenção.;cadastro;baixa
Alô. CPF tá com nome errado no sistema. Não consigo fazer operações. Fico no aguardo.;cadastro;alta
Olá. Fui fazer compra de R$ 100,68 e o cartão foi recusado. Passei vergonha na fila.;cartao;alta
Fui assaltado e levaram meu cartão. O app dá não carrega quando tento bloquear. Meu cartão tá sendo usado por terceiros agora.;cartao;alta
E aí pessoal. Preciso info sobre empréstimo com garantia. Quero comparar com outros bancos. Aguardo retorno.;emprestimo;baixa
O banco bloqueou minha conta alegando irregularidade. Meu salário cai nessa conta e tenho contas pra pagar.;conta;media
Olá. Cancelei compra de R$ 62 na McDonalds e estorno não veio. Preciso do dinheiro de volta. Já faz um tempo e não resolveram. Conto com vocês.;cartao;media
Devolveram pix que recebi sem minha autorização. Preciso desse valor. Obrigado desde já.;pix;alta
Oi gente. Preciso de orientação pra declarar Tesouro IPCA. Primeiro ano que declaro.;investimento;media
Compra internacional de R$ 41,21 tá com valor errado em reais. Quero entender a cobrança de IOF. Se demorar mais vai complicar. Valeu.;cartao;media
Preciso de extrato detalhado dos últimos 3 meses. Preciso pra financiamento. Podem me ajudar?;conta;baixa
Como faço pra abrir conta MEI. Quero pra minha empresa. Só pra eu saber.;cadastro;baixa
Oi. Devolvi produto na Spotify de 139 reais e estorno não apareceu. Quero que bloqueiem cobranças dessa loja. Já tentei resolver sozinho e não consegui. Agradeço a atenção.;cartao;media
Verificação de identidade tá falhando. Luz tá ok mas não aceita. Quero evitar que piore.;cadastro;media
Tô tentando fazer um pix de R$ 25 e o app dá timeout. Preciso pagar uma conta de R$ 25 e não consigo.;pix;media
Opa, tudo bem. Pior atendimento q já vi. Atendimento não funciona e app dá erro.;atendimento;media
Bom dia. Meu limite diminuiu d 64 reais sem aviso. Preciso do limite pra compra importante. Seria bom resolver essa semana. Abraço.;cartao;media
Atendente derrubou ligação na transferência. Fiquei 2 horas no telefone sem resolver. Desde já agradeço.;atendimento;media
Preciso alterar tipo da chave pix. Como faz pelo app. É só uma dúvida. Conto com vocês.;pix;baixa
Banco pede pra completar cadastro mas app nao deixa. Já tentei completar. Quero evitar que piore.;cadastro;media
E ai pessoal. Dados do meu cadastro foram modificados sem eu pedir. Preciso reverter. Obrigada.;cadastro;alta
Como habilitar alerta de movimentação. Tem essa opção no app. Tô perguntando pra me organizar.;seguranca;baixa
E aí pessoal. Preciso atualizar meu endereço. Mudei faz mais de uma semana. Quero só entender melhor. Att, {nome}.;cadastro;baixa
Olá. Data de nascimento tá errada no cadastro. Preciso corrigir urgente. Obrigado.;cadastro;alta
